,longitude,latitude,month,light,severity,participants,injured,dead,grid_square,safe
0,37.433059,55.849084,06,0,0,2,1,0,"37.433059,55.849084",0
1,37.5695,55.8121,02,0,0,2,1,0,"37.5695,55.8121",0
2,37.648162,55.62839,06,1,0,2,1,0,"37.648162,55.62839",0
3,37.357249,55.387448,09,0,1,2,1,0,"37.357249,55.387448",0
4,37.718521,55.783288,03,0,0,2,1,0,"37.718521,55.783288",0
5,37.832826,55.758044,02,0,2,2,0,1,"37.832826,55.758044",0
6,37.4614,55.5628,02,0,1,3,2,0,"37.4614,55.5628",0
7,37.447071,55.53259,09,0,0,2,1,0,"37.447071,55.53259",0
8,37.537902,55.684416,03,1,0,2,1,0,"37.537902,55.684416",0
9,37.126894,55.270932,08,0,1,4,1,0,"37.126894,55.270932",0
10,37.833116,55.771522,06,0,0,2,1,0,"37.833116,55.771522",0
11,37.759259,55.636857,03,0,0,2,1,0,"37.759259,55.636857",0
12,37.107493,55.596238,06,0,1,2,1,0,"37.107493,55.596238",0
13,37.806755,55.729285,11,0,0,2,1,0,"37.806755,55.729285",0
14,37.479987,55.78137,10,1,0,2,1,0,"37.479987,55.78137",0
15,37.40952,55.829872,12,0,0,3,1,0,"37.40952,55.829872",0
16,37.519448,55.803796,09,1,0,1,1,0,"37.519448,55.803796",0
17,37.749895,55.626189,06,0,0,2,1,0,"37.749895,55.626189",0
18,37.664437,55.88722,04,0,0,2,1,0,"37.664437,55.88722",0
19,37.228117,55.486514,08,3,1,1,1,0,"37.228117,55.486514",0
20,37.347207,55.317693,05,1,2,1,0,1,"37.347207,55.317693",0
21,37.552192,55.792543,02,0,0,2,1,0,"37.552192,55.792543",0
22,37.434465,55.739723,11,0,0,3,2,0,"37.434465,55.739723",0
23,37.481394,55.60044,12,0,0,2,1,0,"37.481394,55.60044",0
24,37.3356,55.6322,12,1,0,3,1,0,"37.3356,55.6322",0
25,37.352432,55.828191,01,0,0,2,1,0,"37.352432,55.828191",0
26,37.244973,55.316142,12,3,1,3,2,0,"37.244973,55.316142",0
27,37.45854,55.80716,03,0,1,2,1,0,"37.45854,55.80716",0
28,37.613786,55.598068,01,0,0,2,1,0,"37.613786,55.598068",0
29,37.666771,55.67944,07,0,1,2,1,0,"37.666771,55.67944",0
30,37.524576,55.876491,03,1,0,2,1,0,"37.524576,55.876491",0
31,37.168445,55.992665,04,0,0,3,1,0,"37.168445,55.992665",0
32,37.566687,55.863494,08,0,0,2,1,0,"37.566687,55.863494",0
33,37.617456,55.642119,03,0,0,2,1,0,"37.617456,55.642119",0
34,37.7503,55.6578,04,1,0,2,1,0,"37.7503,55.6578",0
35,37.65609,55.705783,03,0,0,2,1,0,"37.65609,55.705783",0
36,37.933881,55.689742,09,0,1,2,1,0,"37.933881,55.689742",0
37,37.669233,55.586871,07,0,0,2,1,0,"37.669233,55.586871",0
38,37.204235,56.005724,04,0,0,2,1,0,"37.204235,56.005724",0
39,37.596797,55.58117,04,2,0,2,1,0,"37.596797,55.58117",0
40,37.212389,55.534205,07,0,1,4,2,0,"37.212389,55.534205",0
41,37.700239,55.736293,07,0,1,2,1,0,"37.700239,55.736293",0
42,37.566483,55.653537,03,1,1,2,1,0,"37.566483,55.653537",0
43,37.780159,55.71245,06,0,0,2,1,0,"37.780159,55.71245",0
44,37.62135,55.683446,01,1,0,2,1,0,"37.62135,55.683446",0
45,37.1558,55.5793,07,0,0,3,2,0,"37.1558,55.5793",0
46,37.376744,55.576343,06,0,0,2,2,0,"37.376744,55.576343",0
47,37.739625,55.672303,08,0,0,2,2,0,"37.739625,55.672303",0
48,37.586085,55.729352,11,1,1,2,1,0,"37.586085,55.729352",0
49,37.601367,55.828808,10,0,0,2,1,0,"37.601367,55.828808",0
50,37.592865,55.67753,04,0,0,2,1,0,"37.592865,55.67753",0
51,37.740312,55.800316,10,1,0,4,1,0,"37.740312,55.800316",0
52,37.564112,55.784465,10,1,1,2,1,0,"37.564112,55.784465",0
53,37.4786,55.5408,06,0,1,2,1,0,"37.4786,55.5408",0
54,37.714723,55.617286,03,1,0,2,1,0,"37.714723,55.617286",0
55,37.548298,55.602257,08,0,0,2,1,0,"37.548298,55.602257",0
56,37.580087,55.726325,09,0,0,2,1,0,"37.580087,55.726325",0
57,37.4237,55.6206,07,0,1,2,1,0,"37.4237,55.6206",0
58,37.434384,55.85005,07,0,0,2,1,0,"37.434384,55.85005",0
59,37.233524,55.555098,07,0,1,2,1,0,"37.233524,55.555098",0
60,37.68346,55.855034,06,0,0,2,1,0,"37.68346,55.855034",0
61,37.201788,55.960918,07,0,1,1,1,0,"37.201788,55.960918",0
62,37.820938,55.743961,02,1,1,3,3,0,"37.820938,55.743961",0
63,37.216358,55.991847,07,0,1,2,1,0,"37.216358,55.991847",0
64,37.495576,55.852083,07,0,1,3,1,0,"37.495576,55.852083",0
65,37.466458,55.860568,07,0,1,1,1,0,"37.466458,55.860568",0
66,37.512189,55.607122,02,0,0,3,1,0,"37.512189,55.607122",0
67,37.587233,55.577459,07,0,0,2,1,0,"37.587233,55.577459",0
68,37.541249,55.638734,07,0,1,2,1,0,"37.541249,55.638734",0
69,37.458851,55.607299,06,0,0,3,2,0,"37.458851,55.607299",0
70,37.468215,55.619267,06,0,1,2,1,0,"37.468215,55.619267",0
71,37.408156,55.802242,08,0,0,2,1,0,"37.408156,55.802242",0
72,37.630641,55.773085,11,1,0,2,1,0,"37.630641,55.773085",0
73,37.566331,55.511081,01,1,1,2,1,0,"37.566331,55.511081",0
74,37.82537,55.644311,06,1,0,3,1,0,"37.82537,55.644311",0
75,37.151749,55.984075,11,0,0,2,1,0,"37.151749,55.984075",0
76,37.304056,55.468358,07,1,2,3,1,1,"37.304056,55.468358",0
77,37.255411,55.774521,07,0,2,4,3,1,"37.255411,55.774521",0
78,37.755042,55.827287,05,0,0,2,1,0,"37.755042,55.827287",0
79,37.436879,55.632169,07,1,0,1,1,0,"37.436879,55.632169",0
80,37.534039,55.789152,11,1,0,2,1,0,"37.534039,55.789152",0
81,37.541002,55.824292,11,1,2,3,1,2,"37.541002,55.824292",0
82,37.4267,55.7492,02,0,1,5,4,0,"37.4267,55.7492",0
83,37.819823,55.803512,09,1,0,2,1,0,"37.819823,55.803512",0
84,37.543631,55.865884,11,0,0,2,1,0,"37.543631,55.865884",0
85,37.575527,55.83706,09,1,0,2,1,0,"37.575527,55.83706",0
86,37.565281,55.797096,09,0,0,2,1,0,"37.565281,55.797096",0
87,37.860131,55.68419,09,0,1,2,1,0,"37.860131,55.68419",0
88,37.578392,55.910433,11,1,1,2,1,0,"37.578392,55.910433",0
89,37.2347,55.2237,09,1,1,1,1,0,"37.2347,55.2237",0
90,37.852246,55.680869,09,0,0,2,1,0,"37.852246,55.680869",0
91,37.732759,55.78908,09,1,0,2,1,0,"37.732759,55.78908",0
92,37.860121,55.743522,09,1,0,2,1,0,"37.860121,55.743522",0
93,37.786628,55.792283,09,0,0,2,1,0,"37.786628,55.792283",0
94,37.527709,55.822261,01,0,0,2,1,0,"37.527709,55.822261",0
95,37.839832,55.804778,10,1,2,2,0,1,"37.839832,55.804778",0
96,37.615574,55.711338,04,1,0,2,1,0,"37.615574,55.711338",0
97,37.582812,55.650189,03,0,0,2,1,0,"37.582812,55.650189",0
98,37.701495,55.7828,06,0,0,3,1,0,"37.701495,55.7828",0
99,37.645072,55.703921,01,1,0,2,1,0,"37.645072,55.703921",0
100,37.347722,55.355441,09,0,2,2,0,1,"37.347722,55.355441",0
101,37.470063,55.855763,10,1,0,4,3,0,"37.470063,55.855763",0
102,37.785169,55.619515,01,1,1,2,1,0,"37.785169,55.619515",0
103,37.312113,55.628705,01,1,1,1,1,0,"37.312113,55.628705",0
104,37.667662,55.638517,04,0,0,2,1,0,"37.667662,55.638517",0
105,37.655051,55.716364,06,0,2,1,0,1,"37.655051,55.716364",0
106,37.2483,55.5097,06,1,1,2,2,0,"37.2483,55.5097",0
107,37.680573,55.791975,11,0,0,3,1,0,"37.680573,55.791975",0
108,37.627586,55.721291,04,0,0,2,1,0,"37.627586,55.721291",0
109,37.40566,55.649569,05,0,0,2,1,0,"37.40566,55.649569",0
110,36.908569,55.48289,10,0,1,2,2,0,"36.908569,55.48289",0
111,37.308433,55.596844,06,1,0,2,1,0,"37.308433,55.596844",0
112,37.75259,55.707433,04,0,0,2,1,0,"37.75259,55.707433",0
113,37.40481,55.830704,12,1,0,3,1,0,"37.40481,55.830704",0
114,37.46516,55.681528,03,1,0,2,1,0,"37.46516,55.681528",0
115,37.211595,55.404679,08,0,1,3,1,0,"37.211595,55.404679",0
116,37.587713,55.620355,06,0,0,2,1,0,"37.587713,55.620355",0
117,37.609162,55.633277,10,0,0,2,1,0,"37.609162,55.633277",0
118,37.53199,55.648343,04,0,0,2,1,0,"37.53199,55.648343",0
119,37.2928,55.6247,01,1,2,2,0,1,"37.2928,55.6247",0
120,37.531646,55.791233,05,0,0,2,1,0,"37.531646,55.791233",0
121,37.710153,55.858177,04,0,2,1,0,1,"37.710153,55.858177",0
122,37.607263,55.591218,04,1,0,3,1,0,"37.607263,55.591218",0
123,37.854542,55.73445,04,0,0,2,1,0,"37.854542,55.73445",0
124,37.409692,55.724597,04,0,0,2,1,0,"37.409692,55.724597",0
125,37.388341,55.649941,04,1,0,2,1,0,"37.388341,55.649941",0
126,36.945734,55.739917,04,0,2,1,0,1,"36.945734,55.739917",0
127,37.590988,55.773061,11,1,0,3,1,0,"37.590988,55.773061",0
128,37.565668,55.682037,04,0,1,2,1,0,"37.565668,55.682037",0
129,37.454036,55.571949,06,0,1,1,1,0,"37.454036,55.571949",0
130,37.688,55.884,03,1,0,2,1,0,"37.688,55.884",0
131,37.558469,55.802565,05,0,0,2,1,0,"37.558469,55.802565",0
132,37.73761,55.61018,04,0,0,2,1,0,"37.73761,55.61018",0
133,37.866987,55.740321,11,0,0,2,1,0,"37.866987,55.740321",0
134,37.857578,55.67756,01,1,2,3,0,1,"37.857578,55.67756",0
135,37.285752,55.393055,11,3,2,2,0,1,"37.285752,55.393055",0
136,37.465793,55.602214,11,0,0,2,1,0,"37.465793,55.602214",0
137,37.6972,55.1081,05,0,1,2,1,0,"37.6972,55.1081",0
138,37.3203,55.5039,05,0,1,1,1,0,"37.3203,55.5039",0
139,37.68023,55.790021,05,0,0,2,1,0,"37.68023,55.790021",0
140,37.595987,55.871386,06,0,0,2,1,0,"37.595987,55.871386",0
141,37.382934,55.766012,06,0,1,2,1,0,"37.382934,55.766012",0
142,37.77429,55.808529,05,1,0,2,1,0,"37.77429,55.808529",0
143,37.607414,55.725781,06,0,0,2,1,0,"37.607414,55.725781",0
144,37.576128,55.718494,06,0,0,2,1,0,"37.576128,55.718494",0
145,37.639,55.824,06,0,0,2,1,0,"37.639,55.824",0
146,37.5928,55.9517,06,0,0,1,1,0,"37.5928,55.9517",0
147,37.804416,55.75639,01,1,0,2,1,0,"37.804416,55.75639",0
148,37.617094,55.773755,07,0,1,2,1,0,"37.617094,55.773755",0
149,37.835712,55.776096,06,0,0,2,1,0,"37.835712,55.776096",0
150,37.155483,55.966869,01,1,0,3,1,0,"37.155483,55.966869",0
151,37.765085,55.65804,04,0,0,2,1,0,"37.765085,55.65804",0
152,37.326522,55.801257,06,0,0,2,1,0,"37.326522,55.801257",0
153,37.69922,55.736063,11,1,1,4,2,0,"37.69922,55.736063",0
154,37.626736,55.804344,11,0,1,2,1,0,"37.626736,55.804344",0
155,37.400407,55.805009,03,1,1,2,1,0,"37.400407,55.805009",0
156,37.375767,55.317656,06,2,1,2,1,0,"37.375767,55.317656",0
157,37.3928,55.8236,08,0,1,3,2,0,"37.3928,55.8236",0
158,37.829629,55.815184,05,0,1,2,1,0,"37.829629,55.815184",0
159,37.365826,55.432058,04,1,0,3,2,0,"37.365826,55.432058",0
160,37.269531,55.62093,04,0,1,2,1,0,"37.269531,55.62093",0
161,37.483302,55.678437,06,1,0,2,1,0,"37.483302,55.678437",0
162,37.544317,55.68194,06,0,1,2,1,0,"37.544317,55.68194",0
163,37.837533,55.735936,03,1,1,2,1,0,"37.837533,55.735936",0
164,37.482412,55.774479,06,0,0,2,1,0,"37.482412,55.774479",0
165,37.484525,55.630231,05,0,0,2,1,0,"37.484525,55.630231",0
166,37.478238,55.641713,01,1,1,2,1,0,"37.478238,55.641713",0
167,37.61869,55.666543,11,1,1,2,1,0,"37.61869,55.666543",0
168,37.654899,55.627687,01,1,0,2,1,0,"37.654899,55.627687",0
169,37.682419,55.894783,12,1,0,4,1,0,"37.682419,55.894783",0
170,37.1155,55.3216,06,0,1,2,1,0,"37.1155,55.3216",0
171,37.756845,55.712311,05,0,0,3,1,0,"37.756845,55.712311",0
172,37.668201,55.572123,07,0,0,3,2,0,"37.668201,55.572123",0
173,37.588273,55.90742,10,0,0,2,1,0,"37.588273,55.90742",0
174,37.494417,55.815401,03,0,1,2,1,0,"37.494417,55.815401",0
175,37.799256,55.794762,01,1,0,2,1,0,"37.799256,55.794762",0
176,37.74548,55.64937,07,2,0,2,1,0,"37.74548,55.64937",0
177,37.187204,55.979487,11,1,1,2,1,0,"37.187204,55.979487",0
178,37.816236,55.692921,07,0,1,2,1,0,"37.816236,55.692921",0
179,37.51918,55.647144,01,0,0,2,1,0,"37.51918,55.647144",0
180,37.7612,55.7007,03,0,1,2,1,0,"37.7612,55.7007",0
181,37.787475,55.809916,07,0,0,2,1,0,"37.787475,55.809916",0
182,37.514786,55.769004,11,1,0,4,3,0,"37.514786,55.769004",0
183,37.735054,55.643414,04,0,1,2,1,0,"37.735054,55.643414",0
184,37.51074,55.596406,07,0,0,3,1,0,"37.51074,55.596406",0
185,37.491488,55.644946,04,0,1,2,1,0,"37.491488,55.644946",0
186,37.568322,55.549869,04,0,0,2,1,0,"37.568322,55.549869",0
187,37.850862,55.709857,05,0,0,1,1,0,"37.850862,55.709857",0
188,37.484504,55.579794,01,1,0,3,1,0,"37.484504,55.579794",0
189,37.24612,55.763718,01,1,0,3,1,0,"37.24612,55.763718",0
190,37.4954,55.6555,07,1,0,3,1,0,"37.4954,55.6555",0
191,37.540961,55.642418,07,0,2,2,0,1,"37.540961,55.642418",0
192,37.044439,55.706224,05,1,0,2,1,0,"37.044439,55.706224",0
193,37.525019,55.795889,09,0,0,2,1,0,"37.525019,55.795889",0
194,37.7353,55.1022,07,0,1,2,1,0,"37.7353,55.1022",0
195,37.521,55.321,07,0,1,2,1,0,"37.521,55.321",0
196,37.2519,55.9267,07,0,1,3,2,0,"37.2519,55.9267",0
197,37.130753,55.272466,08,0,0,5,2,0,"37.130753,55.272466",0
198,37.542987,55.546249,10,0,0,2,1,0,"37.542987,55.546249",0
199,37.1046,55.3355,07,1,1,2,2,0,"37.1046,55.3355",0
200,37.3944,55.841,01,1,2,2,0,1,"37.3944,55.841",0
201,37.533191,55.687976,04,0,0,2,1,0,"37.533191,55.687976",0
202,37.166909,55.977604,10,1,0,2,1,0,"37.166909,55.977604",0
203,37.528042,55.632623,10,0,1,2,1,0,"37.528042,55.632623",0
204,37.452006,55.809126,04,0,1,2,1,0,"37.452006,55.809126",0
205,37.419305,55.848957,04,1,0,2,1,0,"37.419305,55.848957",0
206,37.513847,55.666452,11,2,1,2,1,0,"37.513847,55.666452",0
207,37.386249,55.925752,10,1,0,2,1,0,"37.386249,55.925752",0
208,37.573382,55.511703,04,0,1,2,1,0,"37.573382,55.511703",0
209,37.3769,55.9324,09,1,1,4,2,0,"37.3769,55.9324",0
210,37.655532,55.746729,06,0,0,3,1,0,"37.655532,55.746729",0
211,37.487272,55.83359,10,1,0,2,1,0,"37.487272,55.83359",0
212,37.422266,55.850337,04,0,0,2,1,0,"37.422266,55.850337",0
213,37.624944,55.727467,01,1,1,2,2,0,"37.624944,55.727467",0
214,37.543362,55.931979,10,0,0,2,1,0,"37.543362,55.931979",0
215,37.160783,55.981116,04,0,0,2,1,0,"37.160783,55.981116",0
216,37.636,55.803,05,0,0,2,1,0,"37.636,55.803",0
217,37.588938,55.895673,10,1,0,2,1,0,"37.588938,55.895673",0
218,37.531829,55.767267,04,1,0,2,1,0,"37.531829,55.767267",0
219,37.620063,55.660939,10,0,0,2,1,0,"37.620063,55.660939",0
220,37.683438,55.68376,10,0,2,2,0,1,"37.683438,55.68376",0
221,37.467864,55.849927,05,0,0,2,1,0,"37.467864,55.849927",0
222,37.885735,55.716009,03,1,1,3,1,0,"37.885735,55.716009",0
223,37.635963,55.878657,09,0,0,2,1,0,"37.635963,55.878657",0
224,37.563586,55.713629,06,1,1,2,1,0,"37.563586,55.713629",0
225,37.819581,55.757573,12,1,1,2,1,0,"37.819581,55.757573",0
226,37.2667,55.3244,07,0,2,2,0,1,"37.2667,55.3244",0
227,37.509727,55.879825,10,0,0,2,1,0,"37.509727,55.879825",0
228,37.484365,55.88092,10,0,0,3,1,0,"37.484365,55.88092",0
229,37.893165,55.722899,10,0,0,2,1,0,"37.893165,55.722899",0
230,37.508097,55.820103,10,1,0,2,1,0,"37.508097,55.820103",0
231,37.597597,55.567305,01,0,1,4,1,0,"37.597597,55.567305",0
232,37.700733,55.819193,10,0,0,2,1,0,"37.700733,55.819193",0
233,37.510757,55.616558,10,0,0,2,1,0,"37.510757,55.616558",0
234,37.355264,55.855636,09,0,0,2,1,0,"37.355264,55.855636",0
235,37.732801,55.612608,05,0,0,2,1,0,"37.732801,55.612608",0
236,37.600011,55.695626,05,0,1,2,1,0,"37.600011,55.695626",0
237,37.548662,55.664812,10,1,0,3,2,0,"37.548662,55.664812",0
238,37.741106,55.637311,05,1,1,3,1,0,"37.741106,55.637311",0
239,37.668353,55.580801,05,0,0,2,1,0,"37.668353,55.580801",0
240,37.719,55.874,09,0,0,2,1,0,"37.719,55.874",0
241,37.572534,55.6508,10,0,1,2,1,0,"37.572534,55.6508",0
242,37.582887,55.662712,10,0,1,2,1,0,"37.582887,55.662712",0
243,37.609333,55.623426,11,0,0,3,1,0,"37.609333,55.623426",0
244,37.725742,55.685018,05,0,0,2,1,0,"37.725742,55.685018",0
245,37.602532,55.851933,04,0,2,2,0,1,"37.602532,55.851933",0
246,37.214792,55.992069,04,0,0,3,1,0,"37.214792,55.992069",0
247,37.54981,55.671565,03,0,1,2,1,0,"37.54981,55.671565",0
248,37.555516,55.722923,05,0,1,2,1,0,"37.555516,55.722923",0
249,37.604088,55.62195,04,0,0,2,1,0,"37.604088,55.62195",0
250,37.666615,55.621551,04,1,0,2,1,0,"37.666615,55.621551",0
251,37.678728,55.677972,04,0,0,2,1,0,"37.678728,55.677972",0
252,37.710121,55.715943,04,0,0,2,1,0,"37.710121,55.715943",0
253,37.841774,55.689905,05,0,0,2,1,0,"37.841774,55.689905",0
254,37.837236,55.669707,04,0,0,4,1,0,"37.837236,55.669707",0
255,37.714852,55.751741,04,1,0,4,1,0,"37.714852,55.751741",0
256,37.517678,55.630098,11,1,1,2,1,0,"37.517678,55.630098",0
257,37.493999,55.830035,05,0,0,2,1,0,"37.493999,55.830035",0
258,37.778077,55.712341,12,0,0,3,1,0,"37.778077,55.712341",0
259,37.682851,55.776714,03,0,1,2,1,0,"37.682851,55.776714",0
260,37.2103,55.9264,03,2,1,2,1,0,"37.2103,55.9264",0
261,37.719476,55.752067,05,0,0,5,2,0,"37.719476,55.752067",0
262,37.5924,55.8144,09,0,0,2,1,0,"37.5924,55.8144",0
263,37.546331,55.656399,11,1,1,2,1,0,"37.546331,55.656399",0
264,37.021694,55.706708,04,0,1,3,2,0,"37.021694,55.706708",0
265,37.68018,55.642368,09,0,0,2,1,0,"37.68018,55.642368",0
266,37.732619,55.609099,07,1,0,2,1,0,"37.732619,55.609099",0
267,37.735403,55.594421,06,0,1,5,1,0,"37.735403,55.594421",0
268,37.2369,55.1245,11,1,1,1,1,0,"37.2369,55.1245",0
269,37.1847,55.1022,11,0,1,2,1,0,"37.1847,55.1022",0
270,37.537308,55.685122,05,0,1,2,1,0,"37.537308,55.685122",0
271,37.448313,55.862266,03,1,0,2,1,0,"37.448313,55.862266",0
272,37.75075,55.654386,05,0,0,2,1,0,"37.75075,55.654386",0
273,37.801,55.843,02,1,0,3,2,0,"37.801,55.843",0
274,37.4938,55.8337,01,0,1,2,1,0,"37.4938,55.8337",0
275,37.619709,55.654003,10,1,0,7,4,0,"37.619709,55.654003",0
276,37.16212,55.972311,03,1,2,2,0,1,"37.16212,55.972311",0
277,37.653,55.854,01,0,0,2,1,0,"37.653,55.854",0
278,37.617138,55.653122,01,1,0,2,1,0,"37.617138,55.653122",0
279,37.697647,55.609612,01,0,0,2,1,0,"37.697647,55.609612",0
280,37.694866,55.636402,01,0,0,2,1,0,"37.694866,55.636402",0
281,37.626358,55.675278,01,1,1,3,2,0,"37.626358,55.675278",0
282,37.4616,55.4033,05,0,0,2,1,0,"37.4616,55.4033",0
283,37.617228,55.628376,01,1,0,2,1,0,"37.617228,55.628376",0
284,37.664116,55.59103,01,1,1,2,1,0,"37.664116,55.59103",0
285,37.681293,55.581218,01,0,0,2,1,0,"37.681293,55.581218",0
286,37.741276,55.663318,01,0,0,2,1,0,"37.741276,55.663318",0
287,37.557711,55.827061,10,1,0,2,1,0,"37.557711,55.827061",0
288,37.829254,55.690456,05,0,0,3,1,0,"37.829254,55.690456",0
289,37.743125,55.656651,01,0,1,2,1,0,"37.743125,55.656651",0
290,37.741,55.6472,01,1,0,2,1,0,"37.741,55.6472",0
291,37.795501,55.710646,01,1,0,2,1,0,"37.795501,55.710646",0
292,37.726107,55.846771,01,0,1,2,1,0,"37.726107,55.846771",0
293,37.3419,55.4025,01,0,1,2,1,0,"37.3419,55.4025",0
294,37.489602,55.658179,01,0,0,2,1,0,"37.489602,55.658179",0
295,37.850911,55.744666,05,0,0,3,1,0,"37.850911,55.744666",0
296,37.2332,55.4253,01,1,0,2,1,0,"37.2332,55.4253",0
297,37.637709,55.791683,09,1,0,2,1,0,"37.637709,55.791683",0
298,37.676642,55.742991,01,1,1,1,1,0,"37.676642,55.742991",0
299,37.82906,55.813355,05,1,1,3,2,0,"37.82906,55.813355",0
300,37.154,55.2654,09,0,1,2,2,0,"37.154,55.2654",0
301,37.5784,55.4577,03,1,0,2,1,0,"37.5784,55.4577",0
302,37.284164,55.436318,09,1,1,2,1,0,"37.284164,55.436318",0
303,37.56453,55.678933,05,0,0,2,1,0,"37.56453,55.678933",0
304,37.410164,55.647574,05,0,1,2,1,0,"37.410164,55.647574",0
305,36.8689,55.4297,03,1,0,2,1,0,"36.8689,55.4297",0
306,37.454904,55.606265,03,2,1,3,2,0,"37.454904,55.606265",0
307,37.785,55.568,09,0,1,2,1,0,"37.785,55.568",0
308,36.744891,55.379027,08,1,1,3,2,0,"36.744891,55.379027",0
309,37.378964,55.726711,11,1,0,3,1,0,"37.378964,55.726711",0
310,37.6321,55.7917,12,1,0,3,1,0,"37.6321,55.7917",0
311,37.0,55.0,12,3,0,3,1,0,"37.0,55.0",0
312,37.604016,55.791254,06,0,0,3,1,0,"37.604016,55.791254",0
313,37.824898,55.737241,07,0,0,2,1,0,"37.824898,55.737241",0
314,37.0,55.0,05,0,2,1,0,1,"37.0,55.0",0
315,37.412804,55.706379,09,1,0,2,1,0,"37.412804,55.706379",0
316,37.597522,55.739119,10,0,0,2,1,0,"37.597522,55.739119",0
317,37.191261,55.604283,05,0,2,2,0,1,"37.191261,55.604283",0
318,37.664051,55.677052,10,4,0,3,1,0,"37.664051,55.677052",0
319,37.387236,55.653046,10,0,0,2,1,0,"37.387236,55.653046",0
320,37.583591,55.67112,06,0,0,2,1,0,"37.583591,55.67112",0
321,37.7098,55.7225,04,1,0,3,3,0,"37.7098,55.7225",0
322,37.9892,55.9353,07,1,1,2,1,0,"37.9892,55.9353",0
323,37.341412,55.352999,06,1,0,4,2,0,"37.341412,55.352999",0
324,37.446531,55.730028,03,0,0,2,1,0,"37.446531,55.730028",0
325,37.613658,55.716542,09,0,0,2,1,0,"37.613658,55.716542",0
326,37.430763,55.725394,05,0,0,2,1,0,"37.430763,55.725394",0
327,37.292535,55.795815,12,0,0,4,1,0,"37.292535,55.795815",0
328,37.086139,55.668813,07,1,0,2,1,0,"37.086139,55.668813",0
329,37.570045,55.841253,10,0,0,6,1,0,"37.570045,55.841253",0
330,37.559842,55.801842,10,0,0,2,1,0,"37.559842,55.801842",0
331,37.579124,55.69796,12,1,1,2,1,0,"37.579124,55.69796",0
332,37.84009,55.802149,10,1,0,5,1,0,"37.84009,55.802149",0
333,37.563307,55.792349,03,1,0,2,1,0,"37.563307,55.792349",0
334,37.439591,55.853096,12,1,1,2,1,0,"37.439591,55.853096",0
335,37.637934,55.7854,05,0,0,2,1,0,"37.637934,55.7854",0
336,37.495351,55.670615,07,0,0,3,1,0,"37.495351,55.670615",0
337,37.517678,55.547281,05,0,0,4,2,0,"37.517678,55.547281",0
338,37.8194,55.7714,11,1,1,4,2,0,"37.8194,55.7714",0
339,37.420779,55.407356,08,0,1,3,1,0,"37.420779,55.407356",0
340,37.649642,55.624125,11,0,1,2,1,0,"37.649642,55.624125",0
341,37.474537,55.864036,03,0,0,2,1,0,"37.474537,55.864036",0
342,37.621195,55.693176,10,0,0,4,1,0,"37.621195,55.693176",0
343,37.417331,55.903762,05,0,0,2,1,0,"37.417331,55.903762",0
344,37.672387,55.884759,05,0,0,3,1,0,"37.672387,55.884759",0
345,37.849263,55.697845,07,0,1,2,1,0,"37.849263,55.697845",0
346,37.711463,55.80411,01,0,0,3,1,0,"37.711463,55.80411",0
347,37.456759,55.654345,05,0,0,2,1,0,"37.456759,55.654345",0
348,37.474558,55.865481,03,0,0,2,1,0,"37.474558,55.865481",0
349,37.764452,55.705541,03,1,1,2,1,0,"37.764452,55.705541",0
350,37.803339,55.819509,07,0,1,2,1,0,"37.803339,55.819509",0
351,37.817559,55.699024,07,0,0,2,1,0,"37.817559,55.699024",0
352,37.56938,55.539177,07,0,0,3,1,0,"37.56938,55.539177",0
353,37.542826,55.546643,12,1,0,2,1,0,"37.542826,55.546643",0
354,37.630169,55.868623,08,0,0,2,1,0,"37.630169,55.868623",0
355,37.540562,55.777991,08,0,0,2,1,0,"37.540562,55.777991",0
356,37.532269,55.725243,09,0,1,2,1,0,"37.532269,55.725243",0
357,37.433553,55.844615,08,1,0,2,1,0,"37.433553,55.844615",0
358,37.452929,55.830987,08,0,0,2,1,0,"37.452929,55.830987",0
359,37.39259,55.709373,11,0,0,2,1,0,"37.39259,55.709373",0
360,37.561795,55.872831,08,0,0,2,1,0,"37.561795,55.872831",0
361,37.726139,55.878296,08,0,0,2,1,0,"37.726139,55.878296",0
362,37.186811,55.958378,05,0,0,2,1,0,"37.186811,55.958378",0
363,37.586482,55.812134,08,0,0,2,1,0,"37.586482,55.812134",0
364,37.544113,55.913241,03,0,0,2,1,0,"37.544113,55.913241",0
365,37.73896,55.677137,12,1,0,3,3,0,"37.73896,55.677137",0
366,37.544972,55.661732,12,1,1,2,1,0,"37.544972,55.661732",0
367,37.671175,55.887467,03,0,0,2,1,0,"37.671175,55.887467",0
368,37.678,55.852,03,1,0,1,1,0,"37.678,55.852",0
369,37.704434,55.636311,12,0,0,2,1,0,"37.704434,55.636311",0
370,37.740097,55.665459,08,0,0,2,1,0,"37.740097,55.665459",0
371,37.678331,55.789954,08,0,1,2,1,0,"37.678331,55.789954",0
372,37.699,55.7665,10,1,0,4,1,0,"37.699,55.7665",0
373,37.526003,55.547651,08,1,1,2,1,0,"37.526003,55.547651",0
374,37.577105,55.56844,08,0,1,2,1,0,"37.577105,55.56844",0
375,37.550164,55.757494,08,0,0,2,1,0,"37.550164,55.757494",0
376,37.735403,55.594421,08,0,1,4,1,0,"37.735403,55.594421",0
377,37.652142,55.858003,03,0,0,2,1,0,"37.652142,55.858003",0
