,longitude,latitude,month,light,severity,participants,injured,dead,grid_square,safe
11444,37.556972,55.719871,11,0,1,2,1,0,"37.556972,55.719871",0
11445,37.9456,55.9506,11,0,1,2,1,0,"37.9456,55.9506",0
11446,37.575648,55.695296,11,1,1,3,2,0,"37.575648,55.695296",0
11447,37.557516,55.688439,11,0,1,2,1,0,"37.557516,55.688439",0
11448,37.721806,55.620716,11,1,0,3,1,0,"37.721806,55.620716",0
11449,37.6626,55.7496,11,0,1,2,1,0,"37.6626,55.7496",0
11450,37.658169,55.741057,11,1,1,2,1,0,"37.658169,55.741057",0
11451,37.72501,55.605675,11,0,0,5,3,0,"37.72501,55.605675",0
11452,37.4322,55.7208,11,1,1,2,1,0,"37.4322,55.7208",0
11453,37.5806,55.7453,11,2,0,2,1,0,"37.5806,55.7453",0
11454,37.622128,55.666264,11,0,0,4,1,0,"37.622128,55.666264",0
11455,37.605721,55.645359,11,1,0,3,2,0,"37.605721,55.645359",0
11456,37.664187,55.590474,11,0,0,2,1,0,"37.664187,55.590474",0
11457,37.808281,55.695965,11,0,1,3,1,0,"37.808281,55.695965",0
11458,37.528682,55.656956,11,1,1,2,1,0,"37.528682,55.656956",0
11459,37.7817,55.6683,11,1,0,2,1,0,"37.7817,55.6683",0
11460,37.5211,55.63,11,1,0,2,1,0,"37.5211,55.63",0
11461,37.541002,55.647082,11,0,1,2,1,0,"37.541002,55.647082",0
11462,37.265108,55.433228,11,0,0,2,1,0,"37.265108,55.433228",0
11463,37.5906,55.7683,11,2,0,2,1,0,"37.5906,55.7683",0
11464,37.698769,55.611521,11,0,1,2,1,0,"37.698769,55.611521",0
11465,37.710926,55.624318,11,0,0,2,2,0,"37.710926,55.624318",0
11466,37.749726,55.757775,11,1,0,3,1,0,"37.749726,55.757775",0
11467,37.544415,55.686161,11,1,1,2,1,0,"37.544415,55.686161",0
11468,37.736931,55.654404,11,1,2,2,0,1,"37.736931,55.654404",0
11469,37.33643,55.45798,11,1,1,5,3,0,"37.33643,55.45798",0
11470,37.6881,55.7708,11,0,0,3,1,0,"37.6881,55.7708",0
11471,37.584683,55.843303,11,1,0,2,1,0,"37.584683,55.843303",0
11472,37.533239,55.714634,11,0,0,2,1,0,"37.533239,55.714634",0
11473,37.9581,55.7003,11,1,0,2,1,0,"37.9581,55.7003",0
11474,37.596233,55.742742,11,0,0,4,2,0,"37.596233,55.742742",0
11475,37.1547,55.9694,11,0,1,2,1,0,"37.1547,55.9694",0
11476,37.8719,55.7381,11,0,0,3,1,0,"37.8719,55.7381",0
11477,37.63622,55.745358,08,0,0,3,1,0,"37.63622,55.745358",0
11478,37.645833,55.877592,08,1,0,2,1,0,"37.645833,55.877592",0
11479,37.573564,55.794732,08,0,0,2,1,0,"37.573564,55.794732",0
11480,37.590151,55.857292,08,0,0,2,1,0,"37.590151,55.857292",0
11481,37.371894,55.862061,08,1,1,3,2,0,"37.371894,55.862061",0
11482,37.48724,55.691211,08,0,0,3,1,0,"37.48724,55.691211",0
11483,37.472477,55.727606,08,0,0,2,1,0,"37.472477,55.727606",0
11484,37.452221,55.569792,08,0,0,21,19,0,"37.452221,55.569792",0
11485,37.56452,55.568804,08,0,1,2,1,0,"37.56452,55.568804",0
11486,37.647808,55.757012,08,0,1,2,1,0,"37.647808,55.757012",0
11487,37.420624,55.856124,08,1,2,2,0,1,"37.420624,55.856124",0
11488,37.518686,55.807926,08,0,0,2,1,0,"37.518686,55.807926",0
11489,37.72483,55.753129,08,1,0,2,1,0,"37.72483,55.753129",0
11490,37.578617,55.759867,08,1,1,2,1,0,"37.578617,55.759867",0
11491,37.89426,55.708993,08,0,0,2,1,0,"37.89426,55.708993",0
11492,37.355372,55.598062,08,1,0,3,1,0,"37.355372,55.598062",0
11493,37.520521,55.529019,08,0,1,2,1,0,"37.520521,55.529019",0
11494,37.33165,55.659849,08,0,0,2,1,0,"37.33165,55.659849",0
11495,37.77518,55.731351,08,0,0,2,1,0,"37.77518,55.731351",0
11496,37.556967,55.778504,11,1,0,2,1,0,"37.556967,55.778504",0
11497,37.574573,55.699115,11,1,1,2,1,0,"37.574573,55.699115",0
11498,37.602392,55.589205,11,1,0,2,1,0,"37.602392,55.589205",0
11499,37.473764,55.728077,11,1,0,2,1,0,"37.473764,55.728077",0
11500,37.513783,55.808866,11,0,0,2,1,0,"37.513783,55.808866",0
11501,37.588037,55.596668,11,1,0,2,1,0,"37.588037,55.596668",0
11502,37.593284,55.640466,11,0,0,2,1,0,"37.593284,55.640466",0
11503,37.670671,55.601766,11,2,0,2,1,0,"37.670671,55.601766",0
11504,37.749002,55.665459,11,1,1,2,1,0,"37.749002,55.665459",0
11505,37.838802,55.719485,11,1,0,3,1,0,"37.838802,55.719485",0
11506,37.495823,55.655576,11,0,0,4,1,0,"37.495823,55.655576",0
11507,37.816315,55.749325,11,0,0,2,1,0,"37.816315,55.749325",0
11508,37.54922,55.800455,11,1,0,2,1,0,"37.54922,55.800455",0
11509,37.52552,55.721291,11,1,0,4,3,0,"37.52552,55.721291",0
11510,37.54951,55.665605,11,1,0,3,3,0,"37.54951,55.665605",0
11511,37.513804,55.659916,11,0,0,3,1,0,"37.513804,55.659916",0
11512,37.567749,55.507645,11,1,1,2,1,0,"37.567749,55.507645",0
11513,37.486081,55.567154,11,1,1,3,2,0,"37.486081,55.567154",0
11514,37.294979,55.474469,11,0,1,2,1,0,"37.294979,55.474469",0
11515,37.778131,55.75002,11,0,0,2,1,0,"37.778131,55.75002",0
11516,37.815596,55.744283,11,1,0,3,1,0,"37.815596,55.744283",0
11517,37.563157,55.545423,11,1,1,2,1,0,"37.563157,55.545423",0
11518,37.323818,55.633265,11,1,1,2,1,0,"37.323818,55.633265",0
11519,37.505479,55.599966,11,0,0,2,1,0,"37.505479,55.599966",0
11520,37.173153,55.984513,11,0,0,2,1,0,"37.173153,55.984513",0
11521,37.683363,55.776875,11,0,1,2,1,0,"37.683363,55.776875",0
11522,37.672248,55.645685,11,1,1,4,1,0,"37.672248,55.645685",0
11523,37.457081,55.697422,11,0,1,2,1,0,"37.457081,55.697422",0
11524,37.716923,55.760923,11,0,0,2,1,0,"37.716923,55.760923",0
11525,37.498537,55.817336,11,1,0,2,1,0,"37.498537,55.817336",0
11526,37.774215,55.676737,11,0,0,2,1,0,"37.774215,55.676737",0
11527,37.762681,55.728977,11,1,0,2,1,0,"37.762681,55.728977",0
11528,37.600493,55.570266,11,0,0,3,1,0,"37.600493,55.570266",0
11529,37.211165,55.573517,11,1,0,2,1,0,"37.211165,55.573517",0
11530,37.64607,55.821712,11,0,1,2,1,0,"37.64607,55.821712",0
11531,37.690079,55.796848,11,1,0,2,1,0,"37.690079,55.796848",0
11532,37.681003,55.771546,11,1,0,2,1,0,"37.681003,55.771546",0
11533,37.3889,55.7097,03,0,1,2,1,0,"37.3889,55.7097",0
11534,37.7695,55.7229,03,0,0,6,3,0,"37.7695,55.7229",0
11535,37.68003,55.816083,03,1,0,2,1,0,"37.68003,55.816083",0
11536,37.771157,55.733671,03,1,0,2,1,0,"37.771157,55.733671",0
11537,37.594275,55.576491,03,0,1,3,1,0,"37.594275,55.576491",0
11538,31.5903,55.5678,03,1,0,2,1,0,"31.5903,55.5678",0
11539,37.5233,55.6489,03,0,0,2,1,0,"37.5233,55.6489",0
11540,37.404008,55.737834,03,0,0,2,1,0,"37.404008,55.737834",0
11541,37.531518,55.690413,03,1,1,2,1,0,"37.531518,55.690413",0
11542,37.619079,55.655329,03,0,0,3,1,0,"37.619079,55.655329",0
11543,37.74541,55.678884,03,1,2,2,0,1,"37.74541,55.678884",0
11544,37.597865,55.681885,03,0,0,2,1,0,"37.597865,55.681885",0
11545,37.506337,55.756438,03,1,0,2,1,0,"37.506337,55.756438",0
11546,37.272105,55.68552,03,1,1,2,1,0,"37.272105,55.68552",0
11547,37.455783,55.68047,10,0,0,2,1,0,"37.455783,55.68047",0
11548,37.374936,55.518865,10,0,1,2,1,0,"37.374936,55.518865",0
11549,37.4936,55.4423,10,1,0,2,1,0,"37.4936,55.4423",0
11550,37.702169,55.679418,10,0,0,2,1,0,"37.702169,55.679418",0
11551,37.9281,55.9211,10,1,0,3,1,0,"37.9281,55.9211",0
11552,37.5719,55.7686,10,1,0,2,1,0,"37.5719,55.7686",0
11553,37.5731,55.5914,10,0,1,2,1,0,"37.5731,55.5914",0
11554,37.788963,55.75614,10,1,0,2,1,0,"37.788963,55.75614",0
11555,37.4933,55.5098,10,1,0,2,1,0,"37.4933,55.5098",0
11556,37.612003,55.668053,01,0,0,2,1,0,"37.612003,55.668053",0
11557,37.506048,55.542336,01,0,1,2,1,0,"37.506048,55.542336",0
11558,37.668255,55.733518,01,0,0,2,1,0,"37.668255,55.733518",0
11559,37.8105,55.7087,01,0,0,2,1,0,"37.8105,55.7087",0
11560,37.760201,55.623106,01,0,0,3,1,0,"37.760201,55.623106",0
11561,37.613564,55.698872,01,1,1,2,1,0,"37.613564,55.698872",0
11562,37.621719,55.710302,01,1,0,3,1,0,"37.621719,55.710302",0
11563,37.653973,55.601717,01,1,1,3,2,0,"37.653973,55.601717",0
11564,37.471254,55.599578,01,0,2,2,0,1,"37.471254,55.599578",0
11565,37.101957,55.715357,01,0,1,2,1,0,"37.101957,55.715357",0
11566,37.599828,55.691665,01,1,1,2,1,0,"37.599828,55.691665",0
11567,37.660926,55.730387,01,1,0,2,1,0,"37.660926,55.730387",0
11568,37.244124,55.403071,01,0,2,2,1,1,"37.244124,55.403071",0
11569,37.469956,55.583445,01,1,2,4,0,1,"37.469956,55.583445",0
11570,37.336477,55.636151,01,1,1,3,1,0,"37.336477,55.636151",0
11571,37.603471,55.633992,04,1,0,3,1,0,"37.603471,55.633992",0
11572,37.816236,55.692921,01,0,0,3,1,0,"37.816236,55.692921",0
11573,37.406818,55.717153,04,0,0,4,2,0,"37.406818,55.717153",0
11574,37.666316,55.789634,04,0,0,2,1,0,"37.666316,55.789634",0
11575,37.508375,55.751335,04,0,1,2,1,0,"37.508375,55.751335",0
11576,37.5608,55.7823,04,1,0,3,1,0,"37.5608,55.7823",0
11577,37.9131,55.7686,04,0,1,2,1,0,"37.9131,55.7686",0
11578,37.608313,55.731004,04,1,1,4,2,0,"37.608313,55.731004",0
11579,37.734631,55.603943,04,0,0,2,1,0,"37.734631,55.603943",0
11580,37.461153,55.637933,04,1,0,4,4,0,"37.461153,55.637933",0
11581,37.252776,55.771296,04,0,0,4,1,0,"37.252776,55.771296",0
11582,37.3003,55.595,04,0,1,2,1,0,"37.3003,55.595",0
11583,37.648998,55.736463,04,1,0,3,3,0,"37.648998,55.736463",0
11584,37.48,55.6336,04,1,0,3,1,0,"37.48,55.6336",0
11585,37.479895,55.800533,04,1,0,2,1,0,"37.479895,55.800533",0
11586,37.5258,55.6442,04,0,0,2,1,0,"37.5258,55.6442",0
11587,37.4983,55.6214,04,0,2,3,1,1,"37.4983,55.6214",0
11588,37.518147,55.76914,04,0,1,1,1,0,"37.518147,55.76914",0
11589,37.5169,55.7953,04,1,1,3,2,0,"37.5169,55.7953",0
11590,37.2761,55.4297,04,0,0,4,1,0,"37.2761,55.4297",0
11591,37.5664,55.6814,04,0,1,3,1,0,"37.5664,55.6814",0
11592,37.619552,55.728876,04,1,1,2,1,0,"37.619552,55.728876",0
11593,37.4744,55.6303,04,0,1,2,1,0,"37.4744,55.6303",0
11594,37.5922,55.6808,04,0,0,2,1,0,"37.5922,55.6808",0
11595,37.6799,55.7133,04,0,0,3,1,0,"37.6799,55.7133",0
11596,37.461328,55.736244,04,0,0,2,1,0,"37.461328,55.736244",0
11597,37.383283,55.842387,04,0,0,2,1,0,"37.383283,55.842387",0
11598,37.570296,55.825842,04,1,0,2,1,0,"37.570296,55.825842",0
11599,37.243469,55.580927,04,1,1,2,1,0,"37.243469,55.580927",0
11600,37.692418,55.769325,07,0,0,3,1,0,"37.692418,55.769325",0
11601,37.614141,55.902687,07,0,0,2,1,0,"37.614141,55.902687",0
11602,37.557106,55.89536,07,0,0,4,1,0,"37.557106,55.89536",0
11603,37.741202,55.653506,07,0,0,2,1,0,"37.741202,55.653506",0
11604,37.827258,55.81126,07,0,0,2,1,0,"37.827258,55.81126",0
11605,37.525048,55.802451,07,1,0,1,1,0,"37.525048,55.802451",0
11606,37.723553,55.686434,07,2,1,4,3,0,"37.723553,55.686434",0
11607,37.695293,55.612693,07,0,0,3,1,0,"37.695293,55.612693",0
11608,37.543362,55.919987,07,0,0,3,1,0,"37.543362,55.919987",0
11609,37.500887,55.603324,07,0,0,3,1,0,"37.500887,55.603324",0
11610,37.491521,55.699616,07,0,1,2,1,0,"37.491521,55.699616",0
11611,37.788033,55.743872,07,0,0,2,1,0,"37.788033,55.743872",0
11612,37.521948,55.740104,07,0,0,3,2,0,"37.521948,55.740104",0
11613,37.59926,55.602324,07,0,2,2,0,1,"37.59926,55.602324",0
11614,37.463765,55.735695,07,0,1,2,1,0,"37.463765,55.735695",0
11615,37.761319,55.808064,07,0,0,2,1,0,"37.761319,55.808064",0
11616,37.252793,55.409284,07,1,1,2,1,0,"37.252793,55.409284",0
11617,37.679393,55.738032,07,1,0,3,2,0,"37.679393,55.738032",0
11618,37.636971,55.809765,07,0,0,3,3,0,"37.636971,55.809765",0
11619,37.5576,55.65511,07,0,1,2,1,0,"37.5576,55.65511",0
11620,37.582244,55.791903,07,0,0,2,1,0,"37.582244,55.791903",0
11621,37.721204,55.741263,07,0,0,2,1,0,"37.721204,55.741263",0
11622,37.542354,55.844657,11,1,0,2,2,0,"37.542354,55.844657",0
11623,37.678782,55.734118,11,0,1,2,1,0,"37.678782,55.734118",0
11624,37.677977,55.78718,11,1,0,2,1,0,"37.677977,55.78718",0
11625,37.509137,55.663329,11,0,0,4,2,0,"37.509137,55.663329",0
11626,37.490373,55.834765,11,1,1,2,1,0,"37.490373,55.834765",0
11627,37.658762,55.791499,11,1,0,2,1,0,"37.658762,55.791499",0
11628,37.666197,55.587022,11,1,0,2,1,0,"37.666197,55.587022",0
11629,37.817205,55.715587,11,0,0,2,1,0,"37.817205,55.715587",0
11630,37.646048,55.621042,11,0,0,3,2,0,"37.646048,55.621042",0
11631,37.605515,55.641253,11,1,0,2,1,0,"37.605515,55.641253",0
11632,37.812173,55.801589,11,0,0,2,1,0,"37.812173,55.801589",0
11633,37.69142,55.79338,11,0,0,2,1,0,"37.69142,55.79338",0
11634,37.743713,55.647459,11,1,0,3,1,0,"37.743713,55.647459",0
11635,37.763969,55.621502,11,0,0,2,1,0,"37.763969,55.621502",0
11636,37.617381,55.889152,11,0,0,2,1,0,"37.617381,55.889152",0
11637,37.6371,55.806611,11,0,0,2,1,0,"37.6371,55.806611",0
11638,37.713393,55.609584,11,1,0,2,1,0,"37.713393,55.609584",0
11639,37.727737,55.621496,11,1,0,4,2,0,"37.727737,55.621496",0
11640,37.838888,55.683875,11,1,0,2,1,0,"37.838888,55.683875",0
11641,37.589153,55.790926,11,0,1,2,1,0,"37.589153,55.790926",0
11642,37.782444,55.792681,11,1,0,2,1,0,"37.782444,55.792681",0
11643,37.247794,55.736957,11,1,2,3,1,1,"37.247794,55.736957",0
11644,37.605804,55.604245,11,1,2,3,2,1,"37.605804,55.604245",0
11645,37.519094,55.703008,11,1,0,4,1,0,"37.519094,55.703008",0
11646,37.44269,55.82229,05,1,0,5,4,0,"37.44269,55.82229",0
11647,37.390929,55.808723,05,0,0,2,1,0,"37.390929,55.808723",0
11648,37.618058,55.574476,05,0,0,3,1,0,"37.618058,55.574476",0
11649,37.584262,55.793512,05,0,0,2,1,0,"37.584262,55.793512",0
11650,37.585,55.6706,05,0,1,2,2,0,"37.585,55.6706",0
11651,37.491199,55.792693,05,0,0,3,2,0,"37.491199,55.792693",0
11652,37.5493,55.8405,05,0,0,3,2,0,"37.5493,55.8405",0
11653,37.570686,55.648015,05,0,0,2,1,0,"37.570686,55.648015",0
11654,37.610065,55.721731,05,2,0,2,1,0,"37.610065,55.721731",0
11655,37.580285,55.737423,05,0,1,2,1,0,"37.580285,55.737423",0
11656,37.9353,55.8569,05,0,1,2,1,0,"37.9353,55.8569",0
11657,37.535,55.1008,05,0,1,2,1,0,"37.535,55.1008",0
11658,37.5047,55.1578,05,0,0,4,1,0,"37.5047,55.1578",0
11659,37.523774,55.68576,05,0,0,2,1,0,"37.523774,55.68576",0
11660,37.3944,55.841,05,0,1,3,1,0,"37.3944,55.841",0
11661,37.402549,55.913821,05,1,0,2,1,0,"37.402549,55.913821",0
11662,37.578307,55.686343,05,0,0,2,1,0,"37.578307,55.686343",0
11663,37.471006,55.727999,05,0,0,2,1,0,"37.471006,55.727999",0
11664,37.582351,55.798946,05,0,0,2,1,0,"37.582351,55.798946",0
11665,37.555,55.7322,05,1,1,2,1,0,"37.555,55.7322",0
11666,37.400932,55.721162,05,0,0,2,1,0,"37.400932,55.721162",0
11667,37.381,55.435,05,0,1,3,1,0,"37.381,55.435",0
11668,37.573146,55.679127,05,0,0,2,1,0,"37.573146,55.679127",0
11669,37.480704,55.800162,05,0,0,2,1,0,"37.480704,55.800162",0
11670,37.6241,55.864086,05,0,0,2,1,0,"37.6241,55.864086",0
11671,37.492723,55.680035,05,1,0,3,1,0,"37.492723,55.680035",0
11672,37.582385,55.666972,05,0,0,2,1,0,"37.582385,55.666972",0
11673,37.575575,55.800783,05,0,0,2,1,0,"37.575575,55.800783",0
11674,37.355394,55.842004,05,1,0,2,1,0,"37.355394,55.842004",0
11675,37.585917,55.889946,05,2,0,2,1,0,"37.585917,55.889946",0
11676,37.6569,55.7722,05,0,2,2,0,1,"37.6569,55.7722",0
11677,37.600439,55.653055,05,0,2,2,0,1,"37.600439,55.653055",0
11678,37.587,55.7488,05,1,0,2,1,0,"37.587,55.7488",0
11679,37.343907,55.5966,05,0,1,2,1,0,"37.343907,55.5966",0
11680,37.638,55.867,05,1,0,3,1,0,"37.638,55.867",0
11681,37.488089,55.677241,05,0,0,2,1,0,"37.488089,55.677241",0
11682,37.792979,55.81674,09,1,0,2,1,0,"37.792979,55.81674",0
11683,37.211874,55.996905,09,0,0,2,1,0,"37.211874,55.996905",0
11684,37.764441,55.705269,09,0,0,3,1,0,"37.764441,55.705269",0
11685,37.370853,55.649105,09,1,0,2,1,0,"37.370853,55.649105",0
11686,37.398598,55.747804,09,0,0,2,1,0,"37.398598,55.747804",0
11687,37.36698,55.592352,09,0,1,2,1,0,"37.36698,55.592352",0
11688,37.548373,55.726838,09,1,0,2,1,0,"37.548373,55.726838",0
11689,37.604184,55.75284,09,0,1,2,1,0,"37.604184,55.75284",0
11690,37.562975,55.762915,09,1,0,2,1,0,"37.562975,55.762915",0
11691,37.60398,55.862308,09,0,0,2,1,0,"37.60398,55.862308",0
11692,37.64725,55.706418,09,0,0,2,1,0,"37.64725,55.706418",0
11693,37.755193,55.822701,09,0,0,2,1,0,"37.755193,55.822701",0
11694,37.815607,55.744265,09,1,0,3,1,0,"37.815607,55.744265",0
11695,37.754441,55.663523,09,0,0,2,1,0,"37.754441,55.663523",0
11696,37.693341,55.873018,09,0,1,2,1,0,"37.693341,55.873018",0
11697,37.785062,55.764823,09,0,2,2,1,1,"37.785062,55.764823",0
11698,37.522752,55.592861,09,1,1,3,1,0,"37.522752,55.592861",0
11699,37.497625,55.723727,09,0,0,2,1,0,"37.497625,55.723727",0
11700,37.200737,55.571115,09,0,2,4,0,3,"37.200737,55.571115",0
11701,37.629772,55.574184,09,0,0,3,1,0,"37.629772,55.574184",0
11702,37.47591,55.846988,09,0,0,2,1,0,"37.47591,55.846988",0
11703,37.649524,55.654681,09,0,1,6,3,0,"37.649524,55.654681",0
11704,37.493291,55.728572,09,0,0,2,1,0,"37.493291,55.728572",0
11705,37.204417,56.000553,09,0,0,2,1,0,"37.204417,56.000553",0
11706,37.701645,55.811055,09,0,0,2,1,0,"37.701645,55.811055",0
11707,37.19209,55.7205,09,0,1,3,1,0,"37.19209,55.7205",0
11708,37.79387,55.796487,09,1,1,2,2,0,"37.79387,55.796487",0
11709,37.661937,55.864229,09,0,0,2,1,0,"37.661937,55.864229",0
11710,37.647765,55.628178,09,1,0,4,2,0,"37.647765,55.628178",0
11711,37.657743,55.607542,09,0,0,2,1,0,"37.657743,55.607542",0
11712,37.582705,55.66253,09,0,1,2,1,0,"37.582705,55.66253",0
11713,37.540337,55.765982,09,1,1,2,1,0,"37.540337,55.765982",0
11714,37.518976,55.852264,09,0,0,2,1,0,"37.518976,55.852264",0
11715,37.762338,55.632926,09,0,0,2,1,0,"37.762338,55.632926",0
11716,37.702396,55.802204,09,0,0,3,1,0,"37.702396,55.802204",0
11717,37.507989,55.897039,09,1,0,2,1,0,"37.507989,55.897039",0
11718,37.594625,55.886943,09,1,0,2,2,0,"37.594625,55.886943",0
11719,37.563221,55.678383,09,0,1,5,1,0,"37.563221,55.678383",0
11720,37.134594,55.576422,09,0,1,1,1,0,"37.134594,55.576422",0
11721,37.367409,55.646902,09,1,0,2,1,0,"37.367409,55.646902",0
11722,37.587662,55.671861,09,1,0,2,1,0,"37.587662,55.671861",0
11723,37.479708,55.662476,09,0,0,2,1,0,"37.479708,55.662476",0
11724,37.587748,55.555947,09,1,1,2,1,0,"37.587748,55.555947",0
11725,37.581224,55.707862,09,1,1,3,1,0,"37.581224,55.707862",0
11726,37.577555,55.662422,09,0,1,2,1,0,"37.577555,55.662422",0
11727,37.386443,55.839759,07,0,0,2,1,0,"37.386443,55.839759",0
11728,37.604699,55.575409,07,0,0,3,1,0,"37.604699,55.575409",0
11729,37.369394,55.759263,07,0,1,4,3,0,"37.369394,55.759263",0
11730,37.646971,55.826009,07,0,0,2,1,0,"37.646971,55.826009",0
11731,37.745472,55.649414,09,0,1,2,1,0,"37.745472,55.649414",0
11732,37.431471,55.720584,09,1,0,2,1,0,"37.431471,55.720584",0
11733,37.612585,55.773526,07,0,0,3,1,0,"37.612585,55.773526",0
11734,37.423457,55.785496,07,1,0,2,1,0,"37.423457,55.785496",0
11735,37.343484,55.837621,07,0,0,4,1,0,"37.343484,55.837621",0
11736,37.583306,55.578636,07,0,0,4,1,0,"37.583306,55.578636",0
11737,37.40807,55.717228,07,1,1,2,1,0,"37.40807,55.717228",0
11738,37.755364,55.692633,07,0,1,3,2,0,"37.755364,55.692633",0
11739,37.402257,55.715901,07,1,0,4,2,0,"37.402257,55.715901",0
11740,37.387681,55.899219,07,0,2,1,0,1,"37.387681,55.899219",0
11741,37.41905,55.625938,07,0,0,3,1,0,"37.41905,55.625938",0
11742,37.4879,55.5643,07,0,0,2,1,0,"37.4879,55.5643",0
11743,37.594215,55.621368,07,0,0,2,1,0,"37.594215,55.621368",0
11744,37.34534,55.652955,07,1,0,4,1,0,"37.34534,55.652955",0
11745,37.420099,55.719056,07,0,0,2,1,0,"37.420099,55.719056",0
11746,37.48548,55.603566,07,0,0,2,1,0,"37.48548,55.603566",0
11747,37.632476,55.749591,07,0,0,2,1,0,"37.632476,55.749591",0
11748,37.751491,55.600936,07,1,1,3,1,0,"37.751491,55.600936",0
11749,37.605869,55.739301,07,0,1,2,1,0,"37.605869,55.739301",0
11750,37.620503,55.765396,07,0,0,2,1,0,"37.620503,55.765396",0
11751,37.370167,55.781497,07,0,0,2,1,0,"37.370167,55.781497",0
11752,37.604474,55.724246,07,1,0,2,1,0,"37.604474,55.724246",0
11753,37.3961,55.5689,07,0,2,3,2,1,"37.3961,55.5689",0
11754,37.322927,55.616146,07,0,1,2,1,0,"37.322927,55.616146",0
11755,37.583991,55.795388,07,0,0,1,1,0,"37.583991,55.795388",0
11756,37.789203,55.702283,07,2,2,2,1,1,"37.789203,55.702283",0
11757,37.645665,55.67895,07,1,0,2,1,0,"37.645665,55.67895",0
11758,37.540466,55.752127,07,0,0,2,1,0,"37.540466,55.752127",0
11759,37.568425,55.744972,07,0,0,3,1,0,"37.568425,55.744972",0
11760,37.35361,55.826999,07,1,0,1,1,0,"37.35361,55.826999",0
11761,37.73469,55.878116,07,1,2,3,0,2,"37.73469,55.878116",0
11762,37.407568,55.7488,07,0,0,2,1,0,"37.407568,55.7488",0
11763,37.5453,55.4992,07,0,1,3,2,0,"37.5453,55.4992",0
11764,37.492636,55.690087,07,0,0,2,1,0,"37.492636,55.690087",0
11765,37.399542,55.715762,07,0,0,6,2,0,"37.399542,55.715762",0
11766,37.441406,55.776573,07,0,0,2,1,0,"37.441406,55.776573",0
11767,37.673714,55.780022,07,1,1,3,1,0,"37.673714,55.780022",0
11768,37.751856,55.605881,07,0,0,4,2,0,"37.751856,55.605881",0
11769,37.47709,55.623635,07,0,0,4,2,0,"37.47709,55.623635",0
11770,37.491789,55.611953,07,0,0,2,1,0,"37.491789,55.611953",0
11771,37.581718,55.805568,07,1,0,2,1,0,"37.581718,55.805568",0
11772,37.570968,55.789454,07,0,0,2,1,0,"37.570968,55.789454",0
11773,37.721375,55.611961,07,0,1,2,1,0,"37.721375,55.611961",0
11774,37.731686,55.704145,07,1,0,3,1,0,"37.731686,55.704145",0
11775,37.608337,55.701283,07,0,0,2,1,0,"37.608337,55.701283",0
11776,37.534854,55.759885,07,1,0,4,1,0,"37.534854,55.759885",0
11777,37.564809,55.762728,07,0,0,3,1,0,"37.564809,55.762728",0
11778,37.358891,55.595304,07,1,1,2,1,0,"37.358891,55.595304",0
11779,37.327301,55.492177,07,0,0,2,1,0,"37.327301,55.492177",0
11780,37.407395,55.88533,07,0,0,3,2,0,"37.407395,55.88533",0
11781,37.206048,56.000907,07,2,1,2,1,0,"37.206048,56.000907",0
11782,37.525955,55.830825,07,1,0,3,1,0,"37.525955,55.830825",0
11783,37.639782,55.732149,07,0,0,4,2,0,"37.639782,55.732149",0
11784,37.708112,55.602522,07,0,1,2,1,0,"37.708112,55.602522",0
11785,37.619337,55.655815,07,1,0,5,1,0,"37.619337,55.655815",0
11786,37.529187,55.544891,07,1,1,2,1,0,"37.529187,55.544891",0
11787,37.611171,55.748161,07,1,1,6,2,0,"37.611171,55.748161",0
11788,37.603455,55.763495,07,0,0,2,1,0,"37.603455,55.763495",0
11789,37.734346,55.709343,07,0,0,3,2,0,"37.734346,55.709343",0
11790,37.522591,55.777496,07,0,0,3,1,0,"37.522591,55.777496",0
11791,37.6114,55.8516,07,1,0,5,3,0,"37.6114,55.8516",0
11792,37.673759,55.783793,07,0,1,2,1,0,"37.673759,55.783793",0
11793,37.767492,55.64343,07,1,1,2,1,0,"37.767492,55.64343",0
11794,37.341371,55.684601,07,0,1,2,1,0,"37.341371,55.684601",0
11795,37.633839,55.791824,07,0,0,4,1,0,"37.633839,55.791824",0
11796,37.649546,55.76041,07,0,1,2,1,0,"37.649546,55.76041",0
11797,37.629526,55.730385,07,0,1,2,1,0,"37.629526,55.730385",0
11798,37.377033,55.366649,07,0,2,3,1,1,"37.377033,55.366649",0
11799,37.377408,55.841589,07,1,0,2,1,0,"37.377408,55.841589",0
11800,37.541458,55.867664,07,0,0,2,1,0,"37.541458,55.867664",0
11801,37.711399,55.619041,07,1,0,4,1,0,"37.711399,55.619041",0
11802,37.203714,55.382518,07,0,0,2,1,0,"37.203714,55.382518",0
11803,37.523868,55.737223,07,1,0,2,1,0,"37.523868,55.737223",0
11804,37.543738,55.773785,07,0,0,3,1,0,"37.543738,55.773785",0
11805,37.391849,55.734002,07,0,0,3,1,0,"37.391849,55.734002",0
11806,37.525499,55.739119,07,0,0,2,1,0,"37.525499,55.739119",0
11807,37.30206,55.62132,07,0,0,2,1,0,"37.30206,55.62132",0
11808,36.881533,55.442064,07,3,1,5,3,0,"36.881533,55.442064",0
11809,37.729315,55.709573,07,0,1,5,1,0,"37.729315,55.709573",0
11810,37.527537,55.839428,07,1,1,2,1,0,"37.527537,55.839428",0
11811,37.586095,55.729327,07,0,0,2,1,0,"37.586095,55.729327",0
