longitude,latitude,month,light,severity,participants,injured,dead,grid_square,safe
37.6875,55.7917,7,1,1,2,1,0,"37.6875,55.7917",0
37.687982,55.798306,6,0,0,2,1,0,"37.687982,55.798306",0
37.688974,55.756933,7,0,0,2,1,0,"37.688974,55.756933",0
37.6881,55.7612,1,0,2,2,0,1,"37.6881,55.7612",0
37.6881,55.7708,11,0,0,3,1,0,"37.6881,55.7708",0
37.68875,55.771648,7,0,1,2,2,0,"37.68875,55.771648",0
37.688823,55.7923,5,1,0,2,1,0,"37.688823,55.7923",0
37.688878,55.797518,5,0,0,2,1,0,"37.688878,55.797518",0
37.689017,55.753323,10,0,0,2,1,0,"37.689017,55.753323",0
37.689897,55.770653,9,0,0,2,1,0,"37.689897,55.770653",0
37.68935,55.774262,6,0,0,4,3,0,"37.68935,55.774262",0
37.689297,55.777656,4,0,1,2,1,0,"37.689297,55.777656",0
37.689693,55.777768,3,0,1,3,1,0,"37.689693,55.777768",0
37.689468,55.785207,1,1,2,2,0,1,"37.689468,55.785207",0
37.690079,55.796848,11,1,0,2,1,0,"37.690079,55.796848",0
37.688899,55.79753,10,0,0,2,1,0,"37.688899,55.79753",0
37.690154,55.747393,2,0,0,3,1,0,"37.690154,55.747393",0
37.691066,55.754772,1,0,0,2,1,0,"37.691066,55.754772",0
37.690272,55.756372,10,1,0,2,1,0,"37.690272,55.756372",0
37.691034,55.760205,1,1,0,2,1,0,"37.691034,55.760205",0
37.690101,55.770695,7,0,0,2,1,0,"37.690101,55.770695",0
37.69038,55.778377,12,1,0,2,1,0,"37.69038,55.778377",0
37.690748,55.784067,9,0,0,3,1,0,"37.690748,55.784067",0
37.690305,55.786962,12,1,0,2,1,0,"37.690305,55.786962",0
37.690455,55.793,9,0,0,2,1,0,"37.690455,55.793",0
37.691249,55.793314,3,0,0,2,1,0,"37.691249,55.793314",0
37.692118,55.747393,2,1,0,2,1,0,"37.692118,55.747393",0
37.691839,55.755339,1,1,0,2,1,0,"37.691839,55.755339",0
37.691077,55.756613,12,0,0,2,1,0,"37.691077,55.756613",0
37.691045,55.759927,7,0,1,2,1,0,"37.691045,55.759927",0
37.6916,55.7665,6,0,0,3,1,0,"37.6916,55.7665",0
37.692332,55.768052,11,1,0,2,1,0,"37.692332,55.768052",0
37.691774,55.769162,7,1,2,3,1,1,"37.691774,55.769162",0
37.691206,55.793308,11,0,0,2,1,0,"37.691206,55.793308",0
37.692701,55.747563,6,0,1,2,1,0,"37.692701,55.747563",0
37.691892,55.755351,12,0,0,3,1,0,"37.691892,55.755351",0
37.692676,55.756776,11,1,0,3,1,0,"37.692676,55.756776",0
37.692719,55.757096,7,0,0,4,1,0,"37.692719,55.757096",0
37.6917,55.76,10,1,0,2,1,0,"37.6917,55.76",0
37.692418,55.762837,12,0,0,3,1,0,"37.692418,55.762837",0
37.6925,55.7665,8,0,0,2,1,0,"37.6925,55.7665",0
37.692418,55.767883,2,1,0,6,1,0,"37.692418,55.767883",0
37.692139,55.768547,12,1,1,4,3,0,"37.692139,55.768547",0
37.692407,55.769331,12,1,0,4,1,0,"37.692407,55.769331",0
37.691892,55.779156,8,0,1,2,1,0,"37.691892,55.779156",0
37.691946,55.77927,8,0,0,2,1,0,"37.691946,55.77927",0
37.69156,55.783566,8,0,0,2,1,0,"37.69156,55.783566",0
37.692,55.793,9,1,1,2,1,0,"37.692,55.793",0
37.691495,55.793187,3,0,0,2,1,0,"37.691495,55.793187",0
37.693781,55.74752,11,0,0,3,1,0,"37.693781,55.74752",0
37.693212,55.754482,12,0,0,3,1,0,"37.693212,55.754482",0
37.694049,55.75476,10,1,1,3,1,0,"37.694049,55.75476",0
37.693126,55.75549,3,1,1,3,2,0,"37.693126,55.75549",0
37.693931,55.759076,12,0,0,2,1,0,"37.693931,55.759076",0
37.693137,55.768981,3,0,0,4,1,0,"37.693137,55.768981",0
37.694081,55.780453,1,1,0,2,1,0,"37.694081,55.780453",0
37.693137,55.783331,11,1,0,2,1,0,"37.693137,55.783331",0
37.693105,55.792102,4,0,0,2,1,0,"37.693105,55.792102",0
37.693866,55.79367,8,0,0,4,2,0,"37.693866,55.79367",0
37.694639,55.747574,4,0,0,2,1,0,"37.694639,55.747574",0
37.694521,55.753045,1,1,1,4,1,0,"37.694521,55.753045",0
37.695,55.7557,1,1,0,2,1,0,"37.695,55.7557",0
37.6955,55.7584,4,1,1,2,1,0,"37.6955,55.7584",0
37.694929,55.783083,6,1,2,2,0,1,"37.694929,55.783083",0
37.695379,55.790642,1,1,0,2,1,0,"37.695379,55.790642",0
37.69465,55.793766,5,0,0,3,1,0,"37.69465,55.793766",0
37.694231,55.747671,8,0,0,2,1,0,"37.694231,55.747671",0
37.695465,55.752393,9,0,1,4,3,0,"37.695465,55.752393",0
37.695594,55.758466,7,1,0,3,1,0,"37.695594,55.758466",0
37.6944,55.7806,1,1,2,2,0,1,"37.6944,55.7806",0
37.695122,55.782945,11,1,0,2,1,0,"37.695122,55.782945",0
37.694929,55.783089,11,1,0,2,1,0,"37.694929,55.783089",0
37.695154,55.790467,10,1,0,2,1,0,"37.695154,55.790467",0
37.694521,55.793785,12,1,0,2,1,0,"37.694521,55.793785",0
37.695205,55.79398,3,0,1,2,1,0,"37.695205,55.79398",0
37.696538,55.751294,8,0,0,3,1,0,"37.696538,55.751294",0
37.695637,55.7522,11,1,0,5,1,0,"37.695637,55.7522",0
37.695637,55.752254,12,1,0,3,1,0,"37.695637,55.752254",0
37.696645,55.755043,1,1,0,2,1,0,"37.696645,55.755043",0
37.696817,55.758195,8,0,1,2,1,0,"37.696817,55.758195",0
37.695626,55.758485,8,0,0,2,1,0,"37.695626,55.758485",0
37.6957,55.7604,5,2,0,2,1,0,"37.6957,55.7604",0
37.6967,55.7667,4,1,0,2,1,0,"37.6967,55.7667",0
37.696474,55.781135,7,1,1,2,1,0,"37.696474,55.781135",0
37.6964,55.7822,8,0,1,2,1,0,"37.6964,55.7822",0
37.696849,55.782564,12,1,0,2,1,0,"37.696849,55.782564",0
37.695744,55.794056,12,1,0,2,1,0,"37.695744,55.794056",0
37.697396,55.748335,9,0,0,1,1,0,"37.697396,55.748335",0
37.69819,55.749313,6,1,0,4,1,0,"37.69819,55.749313",0
37.697439,55.749941,5,0,0,2,1,0,"37.697439,55.749941",0
37.697747,55.758157,8,0,0,2,1,0,"37.697747,55.758157",0
37.6983,55.7627,5,0,0,2,1,0,"37.6983,55.7627",0
37.697407,55.766676,11,0,1,5,2,0,"37.697407,55.766676",0
37.697836,55.774443,6,0,0,2,1,0,"37.697836,55.774443",0
37.697042,55.77953,2,0,1,2,1,0,"37.697042,55.77953",0
37.697386,55.782715,9,0,0,2,1,0,"37.697386,55.782715",0
37.697718,55.794309,7,1,0,1,1,0,"37.697718,55.794309",0
37.69833,55.801275,5,0,0,2,1,0,"37.69833,55.801275",0
37.697783,55.750062,7,1,0,2,1,0,"37.697783,55.750062",0
37.698684,55.758068,5,0,1,2,1,0,"37.698684,55.758068",0
37.698298,55.762692,12,1,1,2,1,0,"37.698298,55.762692",0
37.697439,55.7667,9,1,0,3,1,0,"37.697439,55.7667",0
37.697772,55.774431,9,0,0,3,2,0,"37.697772,55.774431",0
37.698673,55.784079,7,0,0,2,1,0,"37.698673,55.784079",0
37.6991,55.7482,5,0,0,2,1,0,"37.6991,55.7482",0
37.699177,55.757331,11,1,0,3,1,0,"37.699177,55.757331",0
37.698534,55.762903,3,1,1,3,1,0,"37.698534,55.762903",0
37.699,55.7665,10,1,0,4,1,0,"37.699,55.7665",0
37.69892,55.767714,11,1,0,3,1,0,"37.69892,55.767714",0
37.698812,55.783144,11,0,0,3,1,0,"37.698812,55.783144",0
37.6992,55.7839,6,0,0,2,1,0,"37.6992,55.7839",0
37.699209,55.785189,3,1,0,2,1,0,"37.699209,55.785189",0
37.699019,55.786088,12,0,0,2,1,0,"37.699019,55.786088",0
37.698802,55.794436,12,1,0,2,1,0,"37.698802,55.794436",0
37.699578,55.798305,4,1,0,3,1,0,"37.699578,55.798305",0
37.698831,55.799806,3,0,1,4,1,0,"37.698831,55.799806",0
37.699156,55.801396,8,0,0,2,1,0,"37.699156,55.801396",0
37.7,55.7469,6,0,1,2,1,0,"37.7,55.7469",0
37.700621,55.748224,6,0,0,2,1,0,"37.700621,55.748224",0
37.700433,55.753679,7,0,0,2,1,0,"37.700433,55.753679",0
37.699918,55.757899,1,1,0,2,1,0,"37.699918,55.757899",0
37.700497,55.758406,9,0,0,2,1,0,"37.700497,55.758406",0
37.700508,55.765668,4,1,0,3,1,0,"37.700508,55.765668",0
37.699875,55.766416,9,0,0,2,1,0,"37.699875,55.766416",0
37.701055,55.769106,11,1,1,2,1,0,"37.701055,55.769106",0
37.699885,55.772482,8,0,0,2,1,0,"37.699885,55.772482",0
37.7005,55.783059,4,0,0,2,1,0,"37.7005,55.783059",0
37.700669,55.783717,10,1,0,2,1,0,"37.700669,55.783717",0
37.700851,55.783934,12,1,0,2,2,0,"37.700851,55.783934",0
37.699928,55.788947,3,0,1,1,1,0,"37.699928,55.788947",0
37.70012,55.793726,1,0,1,3,2,0,"37.70012,55.793726",0
37.7013,55.7653,5,1,2,4,2,1,"37.7013,55.7653",0
37.511349,55.746006,0,-1,-1,0,0,0,"37.511349,55.746006",1
37.511349,55.746422,0,-1,-1,0,0,0,"37.511349,55.746422",1
37.511349,55.747193,0,-1,-1,0,0,0,"37.511349,55.747193",1
37.511349,55.747365,0,-1,-1,0,0,0,"37.511349,55.747365",1
37.511349,55.747965,0,-1,-1,0,0,0,"37.511349,55.747965",1
37.511349,55.748725,0,-1,-1,0,0,0,"37.511349,55.748725",1
37.511349,55.748737,0,-1,-1,0,0,0,"37.511349,55.748737",1
37.511349,55.749508,0,-1,-1,0,0,0,"37.511349,55.749508",1
37.511349,55.750085,0,-1,-1,0,0,0,"37.511349,55.750085",1
37.511349,55.75028,0,-1,-1,0,0,0,"37.511349,55.75028",1
37.511349,55.751052,0,-1,-1,0,0,0,"37.511349,55.751052",1
37.511349,55.751445,0,-1,-1,0,0,0,"37.511349,55.751445",1
37.511349,55.752595,0,-1,-1,0,0,0,"37.511349,55.752595",1
37.511349,55.752805,0,-1,-1,0,0,0,"37.511349,55.752805",1
37.511349,55.753366,0,-1,-1,0,0,0,"37.511349,55.753366",1
37.511349,55.754138,0,-1,-1,0,0,0,"37.511349,55.754138",1
37.511349,55.754164,0,-1,-1,0,0,0,"37.511349,55.754164",1
37.511349,55.75491,0,-1,-1,0,0,0,"37.511349,55.75491",1
37.511349,55.755524,0,-1,-1,0,0,0,"37.511349,55.755524",1
37.511349,55.755681,0,-1,-1,0,0,0,"37.511349,55.755681",1
37.511349,55.756453,0,-1,-1,0,0,0,"37.511349,55.756453",1
37.511349,55.756884,0,-1,-1,0,0,0,"37.511349,55.756884",1
37.511349,55.757224,0,-1,-1,0,0,0,"37.511349,55.757224",1
37.511349,55.757996,0,-1,-1,0,0,0,"37.511349,55.757996",1
37.511349,55.758244,0,-1,-1,0,0,0,"37.511349,55.758244",1
37.511349,55.758768,0,-1,-1,0,0,0,"37.511349,55.758768",1
37.511349,55.759539,0,-1,-1,0,0,0,"37.511349,55.759539",1
37.511349,55.759603,0,-1,-1,0,0,0,"37.511349,55.759603",1
37.511349,55.760311,0,-1,-1,0,0,0,"37.511349,55.760311",1
37.511349,55.760963,0,-1,-1,0,0,0,"37.511349,55.760963",1
37.511349,55.761083,0,-1,-1,0,0,0,"37.511349,55.761083",1
37.511349,55.761854,0,-1,-1,0,0,0,"37.511349,55.761854",1
37.511349,55.762323,0,-1,-1,0,0,0,"37.511349,55.762323",1
37.511349,55.762626,0,-1,-1,0,0,0,"37.511349,55.762626",1
37.511349,55.763397,0,-1,-1,0,0,0,"37.511349,55.763397",1
37.511349,55.763683,0,-1,-1,0,0,0,"37.511349,55.763683",1
37.511349,55.764169,0,-1,-1,0,0,0,"37.511349,55.764169",1
37.511349,55.765043,0,-1,-1,0,0,0,"37.511349,55.765043",1
37.511349,55.765712,0,-1,-1,0,0,0,"37.511349,55.765712",1
37.511349,55.766402,0,-1,-1,0,0,0,"37.511349,55.766402",1
37.511349,55.766484,0,-1,-1,0,0,0,"37.511349,55.766484",1
37.511349,55.767255,0,-1,-1,0,0,0,"37.511349,55.767255",1
37.511349,55.767762,0,-1,-1,0,0,0,"37.511349,55.767762",1
37.511349,55.768027,0,-1,-1,0,0,0,"37.511349,55.768027",1
37.511349,55.768799,0,-1,-1,0,0,0,"37.511349,55.768799",1
37.511349,55.769122,0,-1,-1,0,0,0,"37.511349,55.769122",1
37.511349,55.770342,0,-1,-1,0,0,0,"37.511349,55.770342",1
37.511349,55.770482,0,-1,-1,0,0,0,"37.511349,55.770482",1
37.511349,55.771113,0,-1,-1,0,0,0,"37.511349,55.771113",1
37.511349,55.771842,0,-1,-1,0,0,0,"37.511349,55.771842",1
37.511349,55.771885,0,-1,-1,0,0,0,"37.511349,55.771885",1
37.511349,55.772657,0,-1,-1,0,0,0,"37.511349,55.772657",1
37.511349,55.773201,0,-1,-1,0,0,0,"37.511349,55.773201",1
37.511349,55.773428,0,-1,-1,0,0,0,"37.511349,55.773428",1
37.511349,55.7742,0,-1,-1,0,0,0,"37.511349,55.7742",1
37.511349,55.774561,0,-1,-1,0,0,0,"37.511349,55.774561",1
37.511349,55.774972,0,-1,-1,0,0,0,"37.511349,55.774972",1
37.511349,55.775743,0,-1,-1,0,0,0,"37.511349,55.775743",1
37.511349,55.775921,0,-1,-1,0,0,0,"37.511349,55.775921",1
37.511349,55.776515,0,-1,-1,0,0,0,"37.511349,55.776515",1
37.511349,55.777281,0,-1,-1,0,0,0,"37.511349,55.777281",1
37.511349,55.777286,0,-1,-1,0,0,0,"37.511349,55.777286",1
37.511349,55.77864,0,-1,-1,0,0,0,"37.511349,55.77864",1
37.511349,55.77883,0,-1,-1,0,0,0,"37.511349,55.77883",1
37.511349,55.779601,0,-1,-1,0,0,0,"37.511349,55.779601",1
37.511349,55.78,0,-1,-1,0,0,0,"37.511349,55.78",1
37.511349,55.780373,0,-1,-1,0,0,0,"37.511349,55.780373",1
37.511349,55.78136,0,-1,-1,0,0,0,"37.511349,55.78136",1
37.511349,55.782688,0,-1,-1,0,0,0,"37.511349,55.782688",1
37.511349,55.78272,0,-1,-1,0,0,0,"37.511349,55.78272",1
37.511349,55.783459,0,-1,-1,0,0,0,"37.511349,55.783459",1
37.511349,55.78408,0,-1,-1,0,0,0,"37.511349,55.78408",1
37.511349,55.784231,0,-1,-1,0,0,0,"37.511349,55.784231",1
37.511349,55.785002,0,-1,-1,0,0,0,"37.511349,55.785002",1
37.511349,55.785439,0,-1,-1,0,0,0,"37.511349,55.785439",1
37.511349,55.785774,0,-1,-1,0,0,0,"37.511349,55.785774",1
37.511349,55.786546,0,-1,-1,0,0,0,"37.511349,55.786546",1
37.511349,55.786799,0,-1,-1,0,0,0,"37.511349,55.786799",1
37.511349,55.787317,0,-1,-1,0,0,0,"37.511349,55.787317",1
37.511349,55.788089,0,-1,-1,0,0,0,"37.511349,55.788089",1
37.511349,55.788159,0,-1,-1,0,0,0,"37.511349,55.788159",1
37.511349,55.789519,0,-1,-1,0,0,0,"37.511349,55.789519",1
37.511349,55.789632,0,-1,-1,0,0,0,"37.511349,55.789632",1
37.511349,55.790404,0,-1,-1,0,0,0,"37.511349,55.790404",1
37.511349,55.790878,0,-1,-1,0,0,0,"37.511349,55.790878",1
37.511349,55.791175,0,-1,-1,0,0,0,"37.511349,55.791175",1
37.511349,55.791947,0,-1,-1,0,0,0,"37.511349,55.791947",1
37.511349,55.792719,0,-1,-1,0,0,0,"37.511349,55.792719",1
37.511349,55.79349,0,-1,-1,0,0,0,"37.511349,55.79349",1
37.511349,55.793598,0,-1,-1,0,0,0,"37.511349,55.793598",1
37.511349,55.794262,0,-1,-1,0,0,0,"37.511349,55.794262",1
37.511349,55.795033,0,-1,-1,0,0,0,"37.511349,55.795033",1
37.511349,55.795805,0,-1,-1,0,0,0,"37.511349,55.795805",1
37.511349,55.796318,0,-1,-1,0,0,0,"37.511349,55.796318",1
37.511349,55.796577,0,-1,-1,0,0,0,"37.511349,55.796577",1
37.511349,55.797348,0,-1,-1,0,0,0,"37.511349,55.797348",1
37.511349,55.797677,0,-1,-1,0,0,0,"37.511349,55.797677",1
37.511349,55.79812,0,-1,-1,0,0,0,"37.511349,55.79812",1
37.511349,55.798891,0,-1,-1,0,0,0,"37.511349,55.798891",1
37.511349,55.799037,0,-1,-1,0,0,0,"37.511349,55.799037",1
37.511349,55.799663,0,-1,-1,0,0,0,"37.511349,55.799663",1
37.511349,55.800397,0,-1,-1,0,0,0,"37.511349,55.800397",1
37.511349,55.800435,0,-1,-1,0,0,0,"37.511349,55.800435",1
37.511349,55.801206,0,-1,-1,0,0,0,"37.511349,55.801206",1
37.511349,55.801757,0,-1,-1,0,0,0,"37.511349,55.801757",1
37.511349,55.801978,0,-1,-1,0,0,0,"37.511349,55.801978",1
37.511349,55.80275,0,-1,-1,0,0,0,"37.511349,55.80275",1
37.511349,55.803116,0,-1,-1,0,0,0,"37.511349,55.803116",1
37.511349,55.803521,0,-1,-1,0,0,0,"37.511349,55.803521",1
37.511349,55.804293,0,-1,-1,0,0,0,"37.511349,55.804293",1
37.511349,55.804476,0,-1,-1,0,0,0,"37.511349,55.804476",1
37.511349,55.805836,0,-1,-1,0,0,0,"37.511349,55.805836",1
37.512729,55.746422,0,-1,-1,0,0,0,"37.512729,55.746422",1
37.512729,55.747193,0,-1,-1,0,0,0,"37.512729,55.747193",1
37.512729,55.747965,0,-1,-1,0,0,0,"37.512729,55.747965",1
37.512729,55.749508,0,-1,-1,0,0,0,"37.512729,55.749508",1
37.512729,55.75028,0,-1,-1,0,0,0,"37.512729,55.75028",1
37.512729,55.751052,0,-1,-1,0,0,0,"37.512729,55.751052",1
37.512729,55.751823,0,-1,-1,0,0,0,"37.512729,55.751823",1
37.512729,55.752595,0,-1,-1,0,0,0,"37.512729,55.752595",1
37.512729,55.753366,0,-1,-1,0,0,0,"37.512729,55.753366",1
37.512729,55.754138,0,-1,-1,0,0,0,"37.512729,55.754138",1
37.512729,55.75491,0,-1,-1,0,0,0,"37.512729,55.75491",1
37.512729,55.755681,0,-1,-1,0,0,0,"37.512729,55.755681",1
37.512729,55.756453,0,-1,-1,0,0,0,"37.512729,55.756453",1
37.512729,55.757224,0,-1,-1,0,0,0,"37.512729,55.757224",1
37.512729,55.757996,0,-1,-1,0,0,0,"37.512729,55.757996",1
37.512729,55.758768,0,-1,-1,0,0,0,"37.512729,55.758768",1
37.512729,55.759539,0,-1,-1,0,0,0,"37.512729,55.759539",1
37.512729,55.760311,0,-1,-1,0,0,0,"37.512729,55.760311",1
37.512729,55.761083,0,-1,-1,0,0,0,"37.512729,55.761083",1
37.512729,55.761854,0,-1,-1,0,0,0,"37.512729,55.761854",1
37.512729,55.762626,0,-1,-1,0,0,0,"37.512729,55.762626",1
37.512729,55.763397,0,-1,-1,0,0,0,"37.512729,55.763397",1
37.512729,55.764169,0,-1,-1,0,0,0,"37.512729,55.764169",1
37.512729,55.764941,0,-1,-1,0,0,0,"37.512729,55.764941",1
37.512729,55.765712,0,-1,-1,0,0,0,"37.512729,55.765712",1
37.512729,55.766484,0,-1,-1,0,0,0,"37.512729,55.766484",1
37.512729,55.767255,0,-1,-1,0,0,0,"37.512729,55.767255",1
37.512729,55.768027,0,-1,-1,0,0,0,"37.512729,55.768027",1
37.512729,55.768799,0,-1,-1,0,0,0,"37.512729,55.768799",1
37.512729,55.76957,0,-1,-1,0,0,0,"37.512729,55.76957",1
37.512729,55.770342,0,-1,-1,0,0,0,"37.512729,55.770342",1
37.512729,55.771113,0,-1,-1,0,0,0,"37.512729,55.771113",1
37.512729,55.771885,0,-1,-1,0,0,0,"37.512729,55.771885",1
37.512729,55.772657,0,-1,-1,0,0,0,"37.512729,55.772657",1
37.512729,55.773428,0,-1,-1,0,0,0,"37.512729,55.773428",1
37.512729,55.7742,0,-1,-1,0,0,0,"37.512729,55.7742",1
37.512729,55.774972,0,-1,-1,0,0,0,"37.512729,55.774972",1
37.512729,55.775743,0,-1,-1,0,0,0,"37.512729,55.775743",1
37.512729,55.776515,0,-1,-1,0,0,0,"37.512729,55.776515",1
37.512729,55.777286,0,-1,-1,0,0,0,"37.512729,55.777286",1
37.512729,55.778058,0,-1,-1,0,0,0,"37.512729,55.778058",1
37.512729,55.77883,0,-1,-1,0,0,0,"37.512729,55.77883",1
37.512729,55.779601,0,-1,-1,0,0,0,"37.512729,55.779601",1
37.512729,55.781144,0,-1,-1,0,0,0,"37.512729,55.781144",1
37.512729,55.781916,0,-1,-1,0,0,0,"37.512729,55.781916",1
37.512729,55.782688,0,-1,-1,0,0,0,"37.512729,55.782688",1
37.512729,55.783459,0,-1,-1,0,0,0,"37.512729,55.783459",1
37.512729,55.784231,0,-1,-1,0,0,0,"37.512729,55.784231",1
37.512729,55.785002,0,-1,-1,0,0,0,"37.512729,55.785002",1
37.512729,55.788861,0,-1,-1,0,0,0,"37.512729,55.788861",1
37.512729,55.789632,0,-1,-1,0,0,0,"37.512729,55.789632",1
37.512729,55.790404,0,-1,-1,0,0,0,"37.512729,55.790404",1
37.512729,55.791175,0,-1,-1,0,0,0,"37.512729,55.791175",1
37.512729,55.791947,0,-1,-1,0,0,0,"37.512729,55.791947",1
37.512729,55.792719,0,-1,-1,0,0,0,"37.512729,55.792719",1
37.512729,55.79349,0,-1,-1,0,0,0,"37.512729,55.79349",1
37.512729,55.794262,0,-1,-1,0,0,0,"37.512729,55.794262",1
37.512729,55.795033,0,-1,-1,0,0,0,"37.512729,55.795033",1
37.512729,55.795805,0,-1,-1,0,0,0,"37.512729,55.795805",1
37.512729,55.79812,0,-1,-1,0,0,0,"37.512729,55.79812",1
37.512729,55.798891,0,-1,-1,0,0,0,"37.512729,55.798891",1
37.512729,55.799663,0,-1,-1,0,0,0,"37.512729,55.799663",1
37.512729,55.800435,0,-1,-1,0,0,0,"37.512729,55.800435",1
37.512729,55.801206,0,-1,-1,0,0,0,"37.512729,55.801206",1
37.512729,55.80275,0,-1,-1,0,0,0,"37.512729,55.80275",1
37.512729,55.804293,0,-1,-1,0,0,0,"37.512729,55.804293",1
37.512729,55.805064,0,-1,-1,0,0,0,"37.512729,55.805064",1
37.514109,55.746422,0,-1,-1,0,0,0,"37.514109,55.746422",1
37.514109,55.748737,0,-1,-1,0,0,0,"37.514109,55.748737",1
37.514109,55.749508,0,-1,-1,0,0,0,"37.514109,55.749508",1
37.514109,55.75028,0,-1,-1,0,0,0,"37.514109,55.75028",1
37.514109,55.751052,0,-1,-1,0,0,0,"37.514109,55.751052",1
37.514109,55.751823,0,-1,-1,0,0,0,"37.514109,55.751823",1
37.514109,55.752595,0,-1,-1,0,0,0,"37.514109,55.752595",1
37.514109,55.753366,0,-1,-1,0,0,0,"37.514109,55.753366",1
37.514109,55.754138,0,-1,-1,0,0,0,"37.514109,55.754138",1
37.514109,55.75491,0,-1,-1,0,0,0,"37.514109,55.75491",1
37.514109,55.755681,0,-1,-1,0,0,0,"37.514109,55.755681",1
37.514109,55.756453,0,-1,-1,0,0,0,"37.514109,55.756453",1
37.514109,55.757224,0,-1,-1,0,0,0,"37.514109,55.757224",1
37.514109,55.757996,0,-1,-1,0,0,0,"37.514109,55.757996",1
37.514109,55.758768,0,-1,-1,0,0,0,"37.514109,55.758768",1
37.514109,55.759539,0,-1,-1,0,0,0,"37.514109,55.759539",1
37.514109,55.760311,0,-1,-1,0,0,0,"37.514109,55.760311",1
37.514109,55.761083,0,-1,-1,0,0,0,"37.514109,55.761083",1
37.514109,55.761854,0,-1,-1,0,0,0,"37.514109,55.761854",1
37.514109,55.762626,0,-1,-1,0,0,0,"37.514109,55.762626",1
37.514109,55.763397,0,-1,-1,0,0,0,"37.514109,55.763397",1
37.514109,55.764169,0,-1,-1,0,0,0,"37.514109,55.764169",1
37.514109,55.764941,0,-1,-1,0,0,0,"37.514109,55.764941",1
37.514109,55.765712,0,-1,-1,0,0,0,"37.514109,55.765712",1
37.514109,55.766484,0,-1,-1,0,0,0,"37.514109,55.766484",1
37.514109,55.767255,0,-1,-1,0,0,0,"37.514109,55.767255",1
37.514109,55.768027,0,-1,-1,0,0,0,"37.514109,55.768027",1
37.514109,55.76957,0,-1,-1,0,0,0,"37.514109,55.76957",1
37.514109,55.770342,0,-1,-1,0,0,0,"37.514109,55.770342",1
37.514109,55.771113,0,-1,-1,0,0,0,"37.514109,55.771113",1
37.514109,55.771885,0,-1,-1,0,0,0,"37.514109,55.771885",1
37.514109,55.772657,0,-1,-1,0,0,0,"37.514109,55.772657",1
37.514109,55.773428,0,-1,-1,0,0,0,"37.514109,55.773428",1
37.514109,55.7742,0,-1,-1,0,0,0,"37.514109,55.7742",1
37.514109,55.774972,0,-1,-1,0,0,0,"37.514109,55.774972",1
37.514109,55.775743,0,-1,-1,0,0,0,"37.514109,55.775743",1
37.514109,55.776515,0,-1,-1,0,0,0,"37.514109,55.776515",1
37.514109,55.778058,0,-1,-1,0,0,0,"37.514109,55.778058",1
37.514109,55.77883,0,-1,-1,0,0,0,"37.514109,55.77883",1
37.514109,55.779601,0,-1,-1,0,0,0,"37.514109,55.779601",1
37.514109,55.780373,0,-1,-1,0,0,0,"37.514109,55.780373",1
37.514109,55.781144,0,-1,-1,0,0,0,"37.514109,55.781144",1
37.514109,55.781916,0,-1,-1,0,0,0,"37.514109,55.781916",1
37.514109,55.785002,0,-1,-1,0,0,0,"37.514109,55.785002",1
37.514109,55.785774,0,-1,-1,0,0,0,"37.514109,55.785774",1
37.514109,55.786546,0,-1,-1,0,0,0,"37.514109,55.786546",1
37.514109,55.787317,0,-1,-1,0,0,0,"37.514109,55.787317",1
37.514109,55.788089,0,-1,-1,0,0,0,"37.514109,55.788089",1
37.514109,55.788861,0,-1,-1,0,0,0,"37.514109,55.788861",1
37.514109,55.789632,0,-1,-1,0,0,0,"37.514109,55.789632",1
37.514109,55.790404,0,-1,-1,0,0,0,"37.514109,55.790404",1
37.514109,55.791175,0,-1,-1,0,0,0,"37.514109,55.791175",1
37.514109,55.791947,0,-1,-1,0,0,0,"37.514109,55.791947",1
37.514109,55.79349,0,-1,-1,0,0,0,"37.514109,55.79349",1
37.514109,55.794262,0,-1,-1,0,0,0,"37.514109,55.794262",1
37.514109,55.795033,0,-1,-1,0,0,0,"37.514109,55.795033",1
37.514109,55.796577,0,-1,-1,0,0,0,"37.514109,55.796577",1
37.514109,55.79812,0,-1,-1,0,0,0,"37.514109,55.79812",1
37.514109,55.798891,0,-1,-1,0,0,0,"37.514109,55.798891",1
37.514109,55.799663,0,-1,-1,0,0,0,"37.514109,55.799663",1
37.514109,55.800435,0,-1,-1,0,0,0,"37.514109,55.800435",1
37.514109,55.801206,0,-1,-1,0,0,0,"37.514109,55.801206",1
37.514109,55.803521,0,-1,-1,0,0,0,"37.514109,55.803521",1
37.514109,55.804293,0,-1,-1,0,0,0,"37.514109,55.804293",1
37.514109,55.805836,0,-1,-1,0,0,0,"37.514109,55.805836",1
37.514569,55.746006,0,-1,-1,0,0,0,"37.514569,55.746006",1
37.514569,55.747365,0,-1,-1,0,0,0,"37.514569,55.747365",1
37.514569,55.748725,0,-1,-1,0,0,0,"37.514569,55.748725",1
37.514569,55.750085,0,-1,-1,0,0,0,"37.514569,55.750085",1
37.514569,55.751445,0,-1,-1,0,0,0,"37.514569,55.751445",1
37.514569,55.752805,0,-1,-1,0,0,0,"37.514569,55.752805",1
37.514569,55.754164,0,-1,-1,0,0,0,"37.514569,55.754164",1
37.514569,55.755524,0,-1,-1,0,0,0,"37.514569,55.755524",1
37.514569,55.756884,0,-1,-1,0,0,0,"37.514569,55.756884",1
